,text,intent
459,['find is the following movie schedule for film 20 : 45 : 24'],SearchScreeningEvent
460,i need a table for 5 at a highly rated gastropub in concord mn,BookRestaurant
461,['iodin require a table for 5 at a highly rated gastropub in lexington and concord mn'],BookRestaurant
462,book a reservation for my mommy and i at a restaurant in central african republic,BookRestaurant
463,['book a arriere pensee for my mommy and i at a restaurant in central african democracy'],BookRestaurant
464,show animated movies in nearest movie theatre,SearchScreeningEvent
465,['tv show animated wonderful movies movie in nearest movie theatre'],SearchScreeningEvent
466,tell me the weather forecast here,GetWeather
467,['Tell me the weather forecast here'],GetWeather
468,add the da brat track to the soak up the sun playlist,AddToPlaylist
469,['add their da brat ¼_mile_oval to the soak up the moonlight slotRadio'],AddToPlaylist
470,my rating for the eiffel tower and other mythologies is 0 out of 6 stars,RateBook
471,['my evaluation for the eiffel tower and other mythology is 0 out of sixer champion'],RateBook
472,please play an album from 1987,PlayMusic
473,['please playing an tells_Billboard.com from 1987'],PlayMusic
474,i d like to eat at the best restaurant,BookRestaurant
475,['i d actually like to some eat at the best seafood restaurant'],BookRestaurant
476,rate this saga two out of 6,RateBook
477,['rate this caper nineteen before of 6'],RateBook
478,please put linzi stoppard into my sxsw fresh playlist,AddToPlaylist
479,['Please add linzi stoppard to my sxsw fresh playlist'],AddToPlaylist
480,give four stars to the broken window,RateBook
481,['Give four stars to the broken window'],RateBook
482,open itunes and play bad attitude,PlayMusic
483,['open itunes and fiddle bad posture'],PlayMusic
484,what s the weather like when you re distant from greenport,GetWeather
485,"[""what Sheâ_€_™ the weather just when Didn'tI re loom_ominously from greenport""]",GetWeather
486,will it be temperate next wed  in athol in the federated states of micronesia,GetWeather
487,['Will it be moderate next year in the federated states of Micronesia?'],GetWeather
488,where did the painting highs in the mid-sixties go,SearchCreativeWork
489,['near did the acrylic_watercolor highs dogfighting_ring_lopsided the mid - sixties leave'],SearchCreativeWork
490,is hail in the weather forecast for monterey bay national marine sanctuary,GetWeather
491,['is installing hail protection in the weather and forecast for monterey bay national marine turtle sanctuary'],GetWeather
492,find me music by kaori utatsuki off the album that has top-twenty hits,PlayMusic
493,['find me music by kaori utatsuki off the album that has top-twenty hits'],PlayMusic
494,what movies are showing in the neighborhood,SearchScreeningEvent
495,['is what his movies are is showing in the neighborhood'],SearchScreeningEvent
496,book a table for ten in pollock pa,BookRestaurant
497,['book a table lunch for ten in downtown pollock hills pa'],BookRestaurant
498,on 2/25/2025 will it be hot in holstein,GetWeather
499,['on 2 / 25 / 2025 fails GREG_POTTER_Yes be unbearably_humid in Limousin_heifer'],GetWeather
500,play wynton kelly music on netflix sort by popular,PlayMusic
501,['play the wynton kelly some music on streaming netflix sort written by popular'],PlayMusic
502,where is the nearest cinema that is playing pioneers of the west,SearchScreeningEvent
503,['where be the nearest movie theater that is play pioneers of the west'],SearchScreeningEvent
504,search for the television show me and my guitar,SearchCreativeWork
505,['search errant_forehands_costing the Televison Seducing_Cindy me and my guitar'],SearchCreativeWork
506,what is the cold condition of our current position for tomorrow,GetWeather
507,['wonder what is in the possible cold condition of getting our current position for tomorrow'],GetWeather
508,give two out of 6 points to current textbook,RateBook
509,['Two out of six points for current textbook'],RateBook
510,for this current essay i give 5 of 6 points,RateBook
511,['for this current essay i give 5 of vi points'],RateBook
512,can you make reservations for 1 person in il,BookRestaurant
513,['rump you make reservations for 1 person in prairie state'],BookRestaurant
514,book at table at forest av restaurant close-by for 2 1 second from now,BookRestaurant
515,['Book at the table at Forest av restaurant nearby for 2 1 second from now'],BookRestaurant
516,rate beaver towers five out of 6 stars,RateBook
517,['ign rate your beaver towers five out of 6 2 stars'],RateBook
518,what s the weather in gu on jul  the 4th  2024,GetWeather
519,['awful_Courtway s the cooler_wetter CONTRACTS_AWARDED gu on dpa_nr the 4th 2024'],GetWeather
520,book a osteria with smoking room in creola,BookRestaurant
521,['book a osteria with smoking way in creola'],BookRestaurant
522,find animated movies at amco entertainment,SearchScreeningEvent
523,['find animated rom_coms at amco NYSE_BBI_BBI.B'],SearchScreeningEvent
524,on june 27  2026 i d like to go to a delaware gastropub,BookRestaurant
525,['on sunday june 12th 27 2026 i like d rather like to go to seeing a delaware city gastropub'],BookRestaurant
526,find the movie splendor in the grass,SearchCreativeWork
527,['get hold the picture show splendor in the eatage'],SearchCreativeWork
528,find worldly goods starting now at a movie house,SearchScreeningEvent
529,['find worldly good pop now at a movie house'],SearchScreeningEvent
530,please play a movement by rupam islam,PlayMusic
531,['Please play a movement of rupam islam'],PlayMusic
532,rate black boy 4 out of 6,RateBook
533,['rate ignominious boy quaternity out of half dozen'],RateBook
534,can you search the picture titled the accounting,SearchCreativeWork
535,['can you search clearly picture titled last FAS_###R'],SearchCreativeWork
536,give me a list of films that play in the neighbourhood,SearchScreeningEvent
537,['give just me a longer list details of films that play in policing the neighbourhood'],SearchScreeningEvent
538,i want to see fear chamber,SearchScreeningEvent
539,['I want to see the fear chamber'],SearchScreeningEvent
540,where can i find the game kaakai newspaper,SearchCreativeWork
541,['where lavatory i find the secret plan kaakai newspaper'],SearchCreativeWork
542,what s the weather in pugu hills forest reserve,GetWeather
543,['what s the weather in pugu j. j. hill forest reticence'],GetWeather
544,what s the weather like in topock,GetWeather
545,['How is the weather in topography'],GetWeather
546,find tv series titled a life in the death of joe meek,SearchCreativeWork
547,['find tv series titled a life in death of joe meek'],SearchCreativeWork
548,put targeted in my clapton chronicles the best of eric clapton playlist,AddToPlaylist
549,['Add the best of my Clapton playlist to my Clapton Chronicles'],AddToPlaylist
550,can you put in person at carnegie hall on my winter playlist,AddToPlaylist
551,['can you put in met_Kunis_gushes where carnegie hall Off my winter custom_playlists'],AddToPlaylist
552,give 4 points to this novel,RateBook
553,['give 4 point to this novel'],RateBook
554,book spot for 1 at town of ramsgate in merit,BookRestaurant
555,['book smear for 1 at town of ramsgate in merit'],BookRestaurant
556,book spot for 4 in somalia,BookRestaurant
557,['book topographic point for 4 in somalia'],BookRestaurant
558,can you tell me the movie times for alamo drafthouse cinema,SearchScreeningEvent
559,['terminate you tell me the picture show prison term for alamo drafthouse movie theatre'],SearchScreeningEvent
560,play me sun ra songs from the fifties,PlayMusic
561,['Play Me Sunsongs from the Fifties'],PlayMusic
562,book a spot for 4 in oklahoma at south street diner,BookRestaurant
563,['Book a place for 4 at the Oklahom at the South Street Diner'],BookRestaurant
564,will it be hotter next month in south dakota,GetWeather
565,['leave it be hotter next month in south dakota'],GetWeather
566,what time does kraken: tentacles of the deep play,SearchScreeningEvent
567,['what Final_Four_pedigrees does Harpies: Telecom_Mil_Aero of the deep play'],SearchScreeningEvent
568,add the name as with gladness men of old to my ultimate 90s playlist,AddToPlaylist
569,['add the mans name even as with the gladness men of old to create my ultimate 90s ac playlist'],AddToPlaylist
570,show get it together on tv show,SearchCreativeWork
571,['show get it together documentary on the tv talk show'],SearchCreativeWork
572,what howards end cinema is near,SearchScreeningEvent
573,['what howards DigitalOps_R Cinematheque is near'],SearchScreeningEvent
574,rate the current novel 5 of 6 stars,RateBook
575,['readers rate the current manga novel at 5 of 6 stars'],RateBook
576,rate a twist in the tale zero out of 6 points,RateBook
577,['they rate a twist effect in the tale 2 zero times out of 6 points'],RateBook
578,i give this terrible book a two out of 6,RateBook
579,['i give this terrible book a good two out out of five 6'],RateBook
580,find me the novel the argumentative indian,SearchCreativeWork
581,['find you Tthe Bourne_Betrayal the argumentative indian'],SearchCreativeWork
582,book a jewish churrascaria in minnesota for 9 people,BookRestaurant
583,['Book a Jewish Churrascaria in Minnesota for 9 people'],BookRestaurant
584,is the nightmare showing six hours from now at the nearest cinema,SearchScreeningEvent
585,['make up the nightmare showing 6 hour from now at the nearest cinema'],SearchScreeningEvent
586,play a record by black wall street records,PlayMusic
587,['play a record by black rampart street criminal record'],PlayMusic
588,i d like to hear the song daimidaler: prince vs penguin empire,SearchCreativeWork
589,['I would like to hear the song Daimidaler: Prince vs. Penguin Empire'],SearchCreativeWork
590,what s it like in my current location,GetWeather
591,['what s it like in my current localisation'],GetWeather
592,add the song don t drink the water to my playlist,AddToPlaylist
593,['summate the song don deoxythymidine monophosphate drink the piss to my playlist'],AddToPlaylist
594,add louis nelson delisle to the pulse of americana,AddToPlaylist
595,['add louis nelson delisle to the pulse of americana'],AddToPlaylist
596,book reservations at a restaurant for me and my ex husband in west virginia,BookRestaurant
597,['Book a restaurant reservation for me and my ex-husband in West Virginia'],BookRestaurant
598,rate the crossing 3 of 6,RateBook
599,['rate certainly crossing 1to of 6'],RateBook
600,please find me the saga  the deep six,SearchCreativeWork
601,['please find pine tree state the saga the deep half a dozen'],SearchCreativeWork
602,add david henry hwang to the this is nicky jam playlist,AddToPlaylist
603,['Add david henry hwang to this is nicky jam playlist'],AddToPlaylist
604,please add the image of you to my playlist crate diggers anonymous,AddToPlaylist
605,['delight contribute the image of you to my playlist crateful power shovel anonymous'],AddToPlaylist
606,what is the humidity like in faraway on ak,GetWeather
607,['how is the humidity in the distance on ak'],GetWeather
608,find the photograph a little less sixteen candles,SearchCreativeWork
609,['find the photograph a little Slightly five Advent_wreaths'],SearchCreativeWork
610,rate the book pimpernel and rosemary 1 out of 6,RateBook
611,['rate the book from pimpernel and his rosemary only 1 out of about 6'],RateBook
612,lets get a table for 10 at space aliens grill & bar,BookRestaurant
613,"[""Let's get a table for 10 at Space Aliens Grill & Bar""]",BookRestaurant
614,play the last sound track by soko from around 1975,PlayMusic
615,['air play a the last sound track released by soko from around april 1975'],PlayMusic
616,i d like to hear the last song fro willa ford,PlayMusic
617,['i_realy d Cinder_fella to hear the earlier song fro willa pontiac'],PlayMusic
618,add the album by cham to my cloud rap playlist,AddToPlaylist
619,['add the 2012 album by holy cham tribe to my cloud for rap playlist'],AddToPlaylist
620,when and where can i watch national priority,SearchScreeningEvent
621,['after and adjacent can i mail_Sarandos national priority'],SearchScreeningEvent
622,add album to my deathcore playlist,AddToPlaylist
623,['Add album to my Deathcore playlist'],AddToPlaylist
624,i m looking for the movie white unicorn,SearchCreativeWork
625,['i m always looking for the the horror movie white unicorn'],SearchCreativeWork
626,tell me the weather forecast for france,GetWeather
627,['Tell me the weather forecast for France'],GetWeather
628,book a restaurant in switzerland for 3,BookRestaurant
629,['book a eating place in schweiz for 3'],BookRestaurant
630,add justin mcroberts to this is chopin,AddToPlaylist
631,['append justin mcroberts to this is chopin'],AddToPlaylist
632,add a song to indie hipster,AddToPlaylist
633,['add as a song key to an indie hipster'],AddToPlaylist
634,book a table for 10 in char no 4 in colombia,BookRestaurant
635,['record a board for 10 in char no 4 in republic of colombia'],BookRestaurant
636,will it be temperate in the same area in vi,GetWeather
637,['volition it be temperate in the like field in vi'],GetWeather
638,what s the weather at my current location,GetWeather
639,"[""what personâ_€_™ the weather at my Here'sa_breakdown NewNet_Integrating_social""]",GetWeather
640,book a table for 8 at a restaurant that serves far breton,BookRestaurant
641,['book a table book for 8 children at bar a restaurant table that serves far breton'],BookRestaurant
642,make a booking for the highly rated food court in montenegro,BookRestaurant
643,['Book for the prestigious food court in Montenegro'],BookRestaurant
644,find the girlfriend experience  a television show,SearchCreativeWork
645,['find the girl experience a television display'],SearchCreativeWork
646,add jonathan sprout album to my this is miranda lambert playlist,AddToPlaylist
647,['contribute jonathan sprout album to my this is miranda lambert play list'],AddToPlaylist
648,give five out of 6 points to this album,RateBook
649,['give five spot out of 6 points to this record album'],RateBook
650,what is the predicted weather on mar  27 for farragut state park,GetWeather
651,['what is the predicted weather on mar 27 for farragut state park'],GetWeather
652,play this is colour by panda bear,PlayMusic
653,['in play this is colour tv by colour panda bear'],PlayMusic
654,add this song by too poetic to my piano ballads playlist,AddToPlaylist
655,['they add this song by too poetic soul to my basic piano black ballads playlist'],AddToPlaylist
656,need the creative work called the logic of scientific discovery,SearchCreativeWork
657,['need the creative work called the logic of scientific discoveries'],SearchCreativeWork
658,add this album to the playlist guest list engadget,AddToPlaylist
659,['extra this album to my playlist Meseberg_north list engadget'],AddToPlaylist
660,mark this album a score of 5,RateBook
661,['mark this album with 5 points'],RateBook
662,where can i see the prime ministers: the pioneers,SearchScreeningEvent
663,['where can I see the prime ministers: the pioneers'],SearchScreeningEvent
664,weather in one minute in norfolk island,GetWeather
665,['weather condition in one mo in norfolk island'],GetWeather
666,show creative video game in my own backyard,SearchCreativeWork
667,['comedian_Frank_Caliendo creative_juices screengrab game in my own backyard'],SearchCreativeWork
668,out of 6 the black unicorn rates points of 2,RateBook
669,['out of 6 the dashikis unicorn Occupancies LaRon_Armstead of 2'],RateBook
670,i want to eat at a indoor bar for two,BookRestaurant
671,['I want to eat in a bar for two'],BookRestaurant
672,i want to book a pastelaria cafe in alabama for me and my great grandfather,BookRestaurant
673,['I want to book a Pastelaria café in Alabama for me and my great-grandfather'],BookRestaurant
674,add kjetil vidar haraldstad to listas de éxitos,AddToPlaylist
675,['sprinkle kjetil vidar haraldstad to listas était éxitos'],AddToPlaylist
676,add this track to my dinnertime acoustics playist,AddToPlaylist
677,['supply this track to my suppertime acoustics playist'],AddToPlaylist
678,book reservations at a restaurant in new zealand with tammi  beverly and alba,BookRestaurant
679,['book reservations Radisson_Metrodome a restaurant in different zealand involving tammi gwen and alba'],BookRestaurant
680,add sp balasubrahmanyam to my rockabilly mania playlist,AddToPlaylist
681,['add sp balasubrahmanyam to my rockabilly mania playlist'],AddToPlaylist
682,the current saga only gets three points out of 6,RateBook
683,"[""the Here'sa_breakdown saga only reclaims three Gorkem_Sonmez out of 6""]",RateBook
684,book a table today at a steakhouse for eight that serves sashimi,BookRestaurant
685,['hardcover a white_linen_tablecloth today at a Café_Boulud for eight that serves okonomiyaki'],BookRestaurant
686,book a sushis serving restaurant in uzbekistan,BookRestaurant
687,['book a sushis Viradouro_drum_queen Roman_trattoria equaling_Vince_Lombardi uzbekistan'],BookRestaurant
688,what will the weather be like on november the twelfth in appleby,GetWeather
689,['What will the weather be like in Appelhülsen on 12 November?'],GetWeather
690,can you play any chant from the fourties,PlayMusic
691,['... can you always play any single chant from the fourties'],PlayMusic
692,book the city tavern in holiday ks,BookRestaurant
693,['book the white city tavern theatre in summer holiday ks'],BookRestaurant
694,rate this series 2 out of 6,RateBook
695,['rate this web series in 2 out of a 6'],RateBook
696,what animated movies are playing in thirteen hours at the closest movie theatre,SearchScreeningEvent
697,['what the animated movies those are seen playing in thirteen hours stops at the closest movie theatre'],SearchScreeningEvent
698,show movie schedules for marcus corporation,SearchScreeningEvent
699,['show movie Exact_dates or marcus corporation'],SearchScreeningEvent
700,what movies are showing now at the closest cinema,SearchScreeningEvent
701,['what moving picture show are showing now at the closest film'],SearchScreeningEvent
702,add the name shall we dance to playlist rock,AddToPlaylist
703,['add the name shall we dance to playlist rock'],AddToPlaylist
704,can you play some fifties music by lavern baker,PlayMusic
705,['so can you maybe play some fifties music by lavern pierce baker'],PlayMusic
706,what time is the bride from hell playing at malco theatres,SearchScreeningEvent
707,['what summer feels the bride before hell MLMN_What at malco theatres'],SearchScreeningEvent
708,i want a photograph of elizabeth the queen,SearchCreativeWork
709,['I want a photo of Elizabeth the Queen'],SearchCreativeWork
710,can i get the game list of mew singles,SearchCreativeWork
711,['can i sire the game list of miaow 1'],SearchCreativeWork
712,add firehouse to my acoustic soul list,AddToPlaylist
713,['add firehouse to that my early acoustic teenage soul list'],AddToPlaylist
714,show me the everybody wants you picture,SearchCreativeWork
715,['show pine tree state the everybody wants you characterization'],SearchCreativeWork
716,give 5 of 6 stars to expressive processing,RateBook
717,['deserve 5 of 6 wannabe_divas to rhythmic_verve processing'],RateBook
718,what theater is playing death drums along the river at 5 pm,SearchScreeningEvent
719,['Which theatre plays death drums along the river at 5pm?'],SearchScreeningEvent
720,what movies are playing in the area,SearchScreeningEvent
721,['What films are being shown in the area?'],SearchScreeningEvent
722,book a restaurant for four in burundi,BookRestaurant
723,['book a good restaurant model for four in la burundi'],BookRestaurant
724,how hot will it be in wisconsin on august fourth,GetWeather
725,['how hot will it live in wisconsin on august fourth'],GetWeather
726,check the forecast for the current spot in the future oct  19  2037,GetWeather
727,['check the event forecast table for the current highest spot in the future oct dates 19 and 2037'],GetWeather
728,rate awaiting strange gods: weird and lovecraftian fictions a 1,RateBook
729,"[""Guess Who's Awaiting Strange Gods: Strange and Loving Fictions a 1""]",RateBook
730,find the tv show titled the three leaps of wang lun,SearchCreativeWork
731,['regain the telecasting show titled the three leaps of wang lun'],SearchCreativeWork
732,are there any movies playing at 5 am at north american cinemas,SearchScreeningEvent
733,['are there any movies playing for #.##/adult am Van_Ness_SF north whats cinemas'],SearchScreeningEvent
734,what times will the young swordsman be showing at my cinema,SearchScreeningEvent
735,['what during will another young Cao_Cao be showing at my filmfest'],SearchScreeningEvent
736,can you play some music by andrew diamond,PlayMusic
737,['can you take on some euphony by andrew infield'],PlayMusic
738,i want to eat in ramona,BookRestaurant
739,['I want to eat in Ramona'],BookRestaurant
740,i need a table at eddie s attic in nevada for one,BookRestaurant
741,['i need a table at eddie s attic in nevada for one'],BookRestaurant
742,add suffer little children to this is racionais mc s playlist,AddToPlaylist
743,['add suffer little children to this be racionais megacycle per second s playlist'],AddToPlaylist
744,play the track asleep in the deep,PlayMusic
745,['play the raceway asleep in the recondite'],PlayMusic
746,rate the book line to tomorrow three stars,RateBook
747,['Rate the book series with three stars tomorrow'],RateBook
748,please play something from dihan slabbert that s on the top fifty,PlayMusic
749,['or please please play something else from my dihan slabbert that s on at the top fifty'],PlayMusic
750,what will the weather be not far from here on october the nineteenth  2026,GetWeather
751,"['how will the weather not be far from here on October 19, 2026']",GetWeather
752,rate the ninth key 3 of 6 points,RateBook
753,['rate the ninth cardinal 3 of half a dozen points'],RateBook
754,i want to book a cafe for 3 in fargo,BookRestaurant
755,['I want to book a 3-person cafe in Fargo'],BookRestaurant
756,add even serpents shine to dorothea s indie hipster playlist,AddToPlaylist
757,"[""Even snakes shine on Dorothea's indie hipster playlist""]",AddToPlaylist
758,show the movie schedules in the neighborhood,SearchScreeningEvent
759,['Show the movie dates in the neighborhood'],SearchScreeningEvent
760,add fabri fibra to evening acoustic,AddToPlaylist
761,['impart fabri fibra to even out acoustic'],AddToPlaylist
762,show creativity of photograph of my wonderful day,SearchCreativeWork
763,['Showing creativity in photographing my wonderful day'],SearchCreativeWork
764,at ten am what will the weather be like nearby in cyprus,GetWeather
765,"['at ten in the morning, what will the weather be like in Cyprus?']",GetWeather
766,what is the freezing forecast for british virgin islands,GetWeather
767,['what personify the freezing prognosis for british virgin islands'],GetWeather
768,i rate the current album four of 6,RateBook
769,['again i rate the yes current hit album four of 6'],RateBook
770,i need a reservation for a highly rated goiano restaurant in ar,BookRestaurant
771,['i need just a late reservation for a highly amateur rated goiano restaurant in sacramento ar'],BookRestaurant
772,i want to book a delicatessen serving testaroli in somalia for 7/25/2027,BookRestaurant
773,"['I want to book a delicatessen serving Testaroli in Somalia for July 25, 2027']",BookRestaurant
774,give the lost princess 3 stars,RateBook
775,['give the now lost warrior princess 3 stars'],RateBook
776,give zero out of 6 stars to this album,RateBook
777,['give nothing out of sextet wiz to this album'],RateBook
778,book an osteria that serves blini for 9 people,BookRestaurant
779,['book an austrian osteria cafe that serves blini for nearly 9 people'],BookRestaurant
780,what time is the clutching hand playing at amco entertainment,SearchScreeningEvent
781,['what time tonight is just the clutching hand playing you at in amco entertainment'],SearchScreeningEvent
782,can you add confessions to my playlist called clásica,AddToPlaylist
783,['Can you add confessions to my playlist called clásica?'],AddToPlaylist
784,add to my playlist all funked up this track,AddToPlaylist
785,['add to my playlist all quail improving this racecourse'],AddToPlaylist
786,will it be rainy in tenino,GetWeather
787,['volition it be rainy in tenino'],GetWeather
788,find the movie schedules at goodrich quality theaters,SearchScreeningEvent
789,['Find the schedules at goodrich quality cinemas'],SearchScreeningEvent
790,rate this book the book of snobs 1 points,RateBook
791,['1 rate 1 this book the book book of snobs has 1 points'],RateBook
792,what time will the closest movie house be playing mark shoots first,SearchScreeningEvent
793,['When will the nearest film house play Mark Shoots for the first time?'],SearchScreeningEvent
794,rate wielding a red sword 0 stars,RateBook
795,['rate knobkerries a red sword ###############_DOI Song_Seung_heon'],RateBook
796,i want to give the chronicle zombie bums from uranus 3 points,RateBook
797,['I want to give the Chronicle zombie bums from uranium 3 points'],RateBook
798,play some music by frayser boy,PlayMusic
799,['play some medicine by frayser son'],PlayMusic
800,is rare birds showing at the nearest movie theatre at noon,SearchScreeningEvent
801,['is more rare of birds showing at night the nearest movie theatre also at noon'],SearchScreeningEvent
802,book a restaurant for 3 in new mexico,BookRestaurant
803,['book a the restaurant club for 3 in new bern mexico'],BookRestaurant
804,book a reservation for five people for a tatar taverna in sargents,BookRestaurant
805,['Book a reservation for five people for a tartar tavern in Sargents'],BookRestaurant
806,play rie fu music sorted by the best,PlayMusic
807,['play rie chi fu music sorted down by only the best'],PlayMusic
808,rate of the subcontract a 0,RateBook
809,['Rate of subcontract a 0'],RateBook
810,book a restaurant in eleele on october the fifth for 3 people,BookRestaurant
811,['Gordon_Korman a restaurant atthe eleele on october for fifth for LME_STOCKS people'],BookRestaurant
812,play some paulinho da viola from 1965,PlayMusic
813,['shinny_hockey some paulinho da woodwinds in 1965'],PlayMusic
814,what are the mann theatres showtimes for secret sunshine,SearchScreeningEvent
815,['What are the secret sunshine venues?'],SearchScreeningEvent
816,find the closest movie theatre for films,SearchScreeningEvent
817,['find By_Christine_Fenno closest actioners theatre versus films'],SearchScreeningEvent
818,book a highly rated restaurant for one person in rainbow lakes,BookRestaurant
819,['book a extremely stag restaurant for one person in rainbow lake'],BookRestaurant
820,find the television show to me,SearchCreativeWork
821,['Find the TV show for me'],SearchCreativeWork
822,please search the an introduction to karl marx painting,SearchCreativeWork
823,['please search from the an illustrated introduction to karl marx against painting'],SearchCreativeWork
824,can you please find me the saga chump change,SearchCreativeWork
825,['Can you please help me find the Saga Chump Change?'],SearchCreativeWork
826,i want to book a jewish restaurant in gambia,BookRestaurant
827,['i want to ledger a jewish restaurant in gambia'],BookRestaurant
828,i m looking for the novel from a scream to a whisper,SearchCreativeWork
829,['wouldnt m pressed for we novel between a scream to a whisper'],SearchCreativeWork
830,put lindsey cardinale into my hillary clinton s women s history month playlist,AddToPlaylist
831,"[""Lindsey Cardinale in my Hilary Clinton's Women's History Month playlist""]",AddToPlaylist
832,where is wild america showing at zero p m,SearchScreeningEvent
833,['where accomplishes wild america portraying Mon_Sat zero p m'],SearchScreeningEvent
834,what is the rain forecast for one hour from now in south korea,GetWeather
835,['what is the rainfalls forecast for one swastika_banners from now By_BOTI_NAGY south becos'],GetWeather
836,show me the closest movie house playing an unfinished life at eight pm,SearchScreeningEvent
837,"['Show me the nearest movie theater, which plays an unfinished life at 8 p.m.']",SearchScreeningEvent
838,what s the weather like in hamilton city,GetWeather
839,['what s only weather Johnnie_Baston_die Clashes_mar hamilton city'],GetWeather
840,find the video game called turnin me on,SearchCreativeWork
841,['cobble_together the video threegame called turnin me until'],SearchCreativeWork
842,rate the current textbook 3 of 6 stars,RateBook
843,['rate clearly current textbook seven of pm_Tue._Fri stars'],RateBook
844,i need some hardcore hip hop,PlayMusic
845,['i need some hardcore rosehip hops'],PlayMusic
846,make me reservations for a highly rated restaurant,BookRestaurant
847,['Hujum me reservations prime a highly rated restau_rant'],BookRestaurant
848,can you pull up queen of the organ,SearchCreativeWork
849,['and can you not pull up queen of the midland organ'],SearchCreativeWork
850,find a book called the magic christmas tree,SearchCreativeWork
851,['find a magic book called the ultimate magic christmas tree tree'],SearchCreativeWork
852,book at beardslee castle in fairview lanes for fifteen o clock,BookRestaurant
853,['opening book 4 at a beardslee castle in fairview wide lanes for fifteen o of clock'],BookRestaurant
854,please book a restaurant with parking facility at taverna,BookRestaurant
855,['Please reserve a restaurant with parking in the tavern'],BookRestaurant
856,can you find me the work  bible translations into hawaii pidgin,SearchCreativeWork
857,['can what you find about me the work includes bible translations into google hawaii pidgin'],SearchCreativeWork
858,where is walt: the man behind the myth playing,SearchScreeningEvent
859,['now where is walt : the man is behind me the myth playing'],SearchScreeningEvent
860,am looking for a book with the title free to play,SearchCreativeWork
861,['m looking for a book entitled free to play'],SearchCreativeWork
862,give joe magarac and his usa citizen papers 5 points,RateBook
863,['and give joe magarac and... his other usa citizen papers just 5 points'],RateBook
864,play my masters of metal playlist on spotify,PlayMusic
865,['play my masters of the metal playlist on spotify'],PlayMusic
866,i want to hear some sixties  melody from mark mcentee off of google music,PlayMusic
867,['im Do to hear some Madchester melody fromt mark mcentee expert_Ian_Recchio of google music'],PlayMusic
868,add i dreamt of a dragon to my futuros hits playlist,AddToPlaylist
869,['also add i never dreamt of a dragon key to my futuros club hits ii playlist'],AddToPlaylist
870,show me the sex therapy painting,SearchCreativeWork
871,['Show me the painting of sex therapy'],SearchCreativeWork
872,which movies are playing at the nearest cinema at twelve pm,SearchScreeningEvent
873,['which movies embody dally at the cheeseparing cinema at twelve pm'],SearchScreeningEvent
874,rate the current book 1 of 6 points,RateBook
875,['rate the current book ### of 3 caroms'],RateBook
876,add live around the world to crossroad blues,AddToPlaylist
877,['add in live around the greater world to support crossroad blues'],AddToPlaylist
878,how can i rate the current chronicle 5 stars,RateBook
879,['how yet can i possibly rate the current chronicle 5 rating stars'],RateBook
880,look for the girl in mirror movie,SearchCreativeWork
881,['Search for the girl in the mirror'],SearchCreativeWork
882,add another song to my 88 keys playlist,AddToPlaylist
883,['contribute another song to my lxxxviii keys playlist'],AddToPlaylist
884,i give the previous album a zero,RateBook
885,['wut offered the pervious album a zero'],RateBook
886,my feelin  good playlist needs some mai selim in it,AddToPlaylist
887,['my feelin good playlist call for some mai selim in it'],AddToPlaylist
888,i m hoping you can find a photograph from live at the isle of wight 1970,SearchCreativeWork
889,['I hope you can find a photo of a life on the Isle of Wight in 1970'],SearchCreativeWork
890,where can i find a copy of i bury the living,SearchCreativeWork
891,['where can coz_i bring a copy of ds bury the emmigrated'],SearchCreativeWork
892,please get me the sacred and profane love machine game,SearchCreativeWork
893,['please all get upon me the sacred and secret profane love killing machine game'],SearchCreativeWork
894,add this tune to hipster soul,AddToPlaylist
895,['add up this tune to hipster soul'],AddToPlaylist
896,book a table for 1 at thomas hynes house,BookRestaurant
897,['Book a table for 1 at thomas hynes house'],BookRestaurant
898,add to my rumba y más playlist the song by haley scarnato,AddToPlaylist
899,['add to my rhumba atomic number 39 más playlist the birdcall by haley scarnato'],AddToPlaylist
900,can you add larry heard to my laundry playlist,AddToPlaylist
901,['can you please add a larry heard live to my laundry playlist'],AddToPlaylist
902,rate this book 3 stars out of 6,RateBook
903,['rate this Publisher_Weekly 3 stars deep_breath of to7'],RateBook
904,add the artist to the political punks playlist,AddToPlaylist
905,['put the artist on the playlist of political punks'],AddToPlaylist
906,i would rate tree of smoke a value of two or a best rating of 6,RateBook
907,['i would rate tree of smoke a value of deuce operating theater a best evaluation of six'],RateBook
908,find mahalakshmi iyer music on netflix,PlayMusic
909,['find mahalakshmi iyer music on netflix'],PlayMusic
910,book a cafeteria having pool for four in algeria,BookRestaurant
911,['scripture a cafeteria having syndicate for four in democratic and popular republic of algeria'],BookRestaurant
912,go to the devil in the deal:50 secrets to successful dealmaking,SearchCreativeWork
913,['we go to find the devil in the deal : finding 50 secrets leads to successful stock dealmaking'],SearchCreativeWork
914,can jovino santos neto s album get added to my confidence boost playlist,AddToPlaylist
915,['can jovino the santos go neto s album get added music to my confidence will boost my playlist'],AddToPlaylist
916,show creativity of sacred fire: live in south america,SearchCreativeWork
917,['show creativity of ancient_Israelite downed_powerline: live in south whats'],SearchCreativeWork
918,add album to virales de siempre,AddToPlaylist
919,['Add album to viral de siempre'],AddToPlaylist
920,please make reservations in yeager for seven am at a highly rated indian brasserie,BookRestaurant
