,news,label
897,"['Longtime Gonzales County rancher Jim Kooperman, Rebecca_Grignon foregoes calves Bomb_rips from thorniest cattle county during the nation # 39; s biggest feedyards state, considers 2004 as a year to understand.']",3
898,"In a case that his lawyer said  quot;has received more prosecutorial scrutiny than any petty offense in Denver history, quot; Nuggets forward Carmelo Anthony saw the marijuana charge he faced dropped by the Denver City Attorney #39;s office today.",2
899,"[""In a case that his lawyer has called a quot;, he has received more prosecution scrutiny than any minor offense in Denver history, Quot; Nuggets forward Carmelo Anthony saw the marijuana charge he faced dropped today by the Denver City Attorney's Office # 39;.""]",2
900,"Japanese stocks have failed to measure up to an assessment made in April by Merrill Lynch #39;s chief global strategist, David Bowers, who said Japan was  quot;very much everyone #39;s favorite equity market.",3
901,"['Shiratori stocks have failed to measure up to an assessment Wacko_Jacko_tabloid Bomb_rips April by Cribiore Lynch # 39; s veep global strategist, Evan Bowers, plain_childlike_Londoner said Japan was quot; very it everyone # 39; Japanâ_€_™ favorite investors market.']",3
902,Reforming the tax system is more politically risky and economically complex than the president let on during the campaign.,3
903,['Reforming the levy system is more politically risky and economically_viable complex esteemed_Comic_Sans on Chairman let on occurred the campaign.'],3
904,"US scientists have charted the genetic map of a microscopic algae that absorbs huge amounts of greenhouse gases.  quot;These organisms are incredibly important in the global carbon cycle, quot; said Virginia Armbrust ",4
905,"['US ecologists have foretold during genetic map of a nanostructures algae that absorbs huge Vast_amounts of greenhouse gases. â_€_œFirst; These organisms ARE_NOT incredibly instilling_morals in the cyclical_downswing carbon cycle, quot; said U.Va. Armbrust']",4
906," CARACAS, Venezuela (Reuters) - Venezuelans voted in huge  numbers on Sunday in a historic referendum on whether to recall  left-wing President Hugo Chavez and electoral authorities  prolonged voting well into the night.",1
907,"['CARACAS, CARACAS_Venezuela_AFX (Reuters) - Venezuelans voted in huge numbers Cast_Albums_chart Sunday in a Classical_Revival referendum at## Thune_demurred to ConAgra_peanut_butter left - wing President Fidel_Cazares Chavez and electoral authorities prolonged voting generally into merely Tueday.']",1
908,Former Birmingham striker Luciano Figueroa has returned to the elite of European football with a move to Spanish club Villarreal. The Argentina international was signed by the Blues for 2.5million before ,2
909,['former birmingham striker uruguayan luciano figueroa however has returned to serve the elite part of european football with a move overseas to former spanish club villarreal. the argentina international was allegedly signed by the moody blues club for 2. £ 5million before'],2
910,"FRESNO, Calif. -- Automobile manufacturers sued on Tuesday to block the world #39;s toughest vehicle emissions standards, adopted by California regulators in September to cut greenhouse gases.",3
911,"['FRESNO, Kaliph. - - Machine manufacturers sue on Tues to block the world # thirty nine; s toughest vehicle emissions standards, adopted by California regulator in Sep to cut greenhouse gases.']",3
912,"Brazilians bagged the plaudits in Spain #39;s La Liga on Saturday as Deco, Brazil-born but a naturalised Portuguese international, fired Barcelona five points clear of the pack with the only goal in a derby win over Espanyol.",2
913,"['Brazilians bag the plaudits in Spain # 39; s La Liga on Saturday as Art deco, Brazil - born simply a naturalised Portuguese international, fired Barcelona five points readable of the pack with the sole goal in a derby win over Espanyol.']",2
914,"HP (Quote, Chart) was awarded a \$290 million, 10-year outsourcing contract with the Defense Logistics Agency #39;s (DLA) Enterprise Data Center (EDC) program, officials announced Wednesday.",3
915,"['hp ( quote, fcc chart ) was awarded with a \\ $ 290 2 million, 10 - year outsourcing contract contract connected with the former defense logistics agency # 39 ; the s ( a dla ) enterprise data center ( dod edc ) program, bankruptcy officials announced wednesday.']",3
916,"Bruce Wasserstein, head of Lazard, could reach an agreement as early as this week with Michel David-Weill, the chairman, extending the deadline for ",3
917,"['bruce lee wasserstein, named head president of credit lazard, and could reach down an agreement as early as this week with michel david - weill, designated the company chairman, extending even the deadline waiting for']",3
918," JABALYA REFUGEE CAMP, Gaza Strip (Reuters) - Israel said on  Friday it was easing a crushing offensive that has killed more  than 100 Palestinians since tanks rumbled into northern Gaza 16  days ago to stop cross-border rocket attacks.",1
919,"['JABALYA PEACE_TALKS CAMP, Corporal_Shalit Cannery_Casino (Reuters) - Diaspora_Jewry said on Dec. it was easing a crushing offensive actually mid_nineties killed information_visit_http://www.marvell.com AUDIENCE_Four 100 Palestinians since tanks rumbled into northern Gaza 16 days ago to stop cross - LoC rocket attacks.']",1
920,Celtic captain Jackie McNamara will be sidelined for at least a month after sustaining ankle ligament damage in Tuesday #39;s 3-1 Champions League defeat to Barcelona.,2
921,['Celtic captain Jackie McNamara will be sidelined for at least a month after maintain ankle ligament damage in Tuesday # 39; reciprocal ohm three - 1 Mavin Conference licking to Barcelona.'],2
922,"Real Madrid played without four regulars and settled for a 0-0 draw with Villarreal yesterday, leaving them nine points behind Spanish league leaders FC Barcelona after 14 games.",2
923,"['Real Madrid played without four regulars and had to settle for a 0-0 draw at Villarreal yesterday, which is nine points behind Spanish league leaders FC Barcelona after 14 games.']",2
924,A British television station and a newspaper are reporting that British security services believe they have thwarted several major attacks planned by terrorists linked to Osama bin Laden #39;s al-Qaida organization.,1
925,['##-YEAR-OLD broadcaster_Jonathan_Dimbleby television station and a newspaper are newsroom however British security services believe they have thwarted several major assaults hoped Heavily terrorists linked to Al_Qeada bin Laden # 39; morningâ_€_™ al - Al_Qaedas organization.'],1
926,St. Louis is a collection of superstar position players and anonymous pitchers.,2
927,['kelly st. in louis pictures is a collection of superstar position players models and anonymous star pitchers.'],2
928,"Coulthard, whose McLaren contract expires at the end of this year, tested with the Austrian-owned team in Spain recently, easily outpacing Red Bull hopefuls Christian Klien and Vitantonio Liuzzi.",2
929,"['Coulthard, whose contract with McLaren expires at the end of this year, recently tested with the Austrian team in Spain, clearly overtaking Red Bull hopefuls Christian Klien and Vitantonio Liuzzi.']",2
930,"CHICAGO (CBS.MW) - Discount retailer Dollar General reported a 19 percent rise in fiscal second-quarter earnings, helped by higher sales and lower charges.",3
931,"['CHICAGO (CBS. MW) - Discount retail merchant Dollar Full general report a xix percent rise in fiscal second - quarter wage, helped by higher sale and lower charges.']",3
932,"SAN FRANCISCO (CBS.MW) - Personal computer stocks were relatively quiet Friday as the sector focused more attention on China where Hewlett-Packard introduced a new, low-priced PC.",3
933,"['SAN FRANCISCO (CBS.MW) - Personal computer stocks were relatively quiet on Friday as the sector focused more on China, where Hewlett-Packard unveiled a new, low-cost PC.']",3
934,"Manchester, England (Sports Network) - Manchester United #39;s struggle continued on Monday when they failed to score in a 0-0 tie with Everton at Old Trafford.",2
935,"['Man_Utd, placekicker_Stephen_Gostkowski (Sports Network) - Manchester United # 39; sportâ_€_™ dilapidated_lakeside_compound persistent on Monday when they aborted to Liz_Calby in a 1First_Period_1 - 0 tie with Everton Boxing_KOTV Old Morpeth.']",2
936,The US Supreme Court heard arguments Tuesday in a case that could have a major impact on California #39;s wine industry. At issue is whether states can bar people from buying wine directly from out-of-state suppliers.,3
937,"[""The U.S. Supreme Court on Tuesday heard arguments in a case that could have a significant impact on California's wine industry, on whether states can prohibit people from buying wine directly from out-of-state suppliers.""]",3
938,German Finance Minister Eichel called for the euro #39;s  quot;brutal quot; rise versus the dollar to be put on the agenda of the summit of G20 countries in Berlin this weekend amid concerns the greenback #39;s slide could hit EU growth.,3
939,['German Finance Pastor Eichel called for the euro # 39; s quot; brutal quot; rise versus the clam to be put on the agendum of the summit of G20 countries in Berlin this weekend amid concerns the greenback # 39; randomness slide could hit EU growth.'],3
940,"AP - General Motors Corp. is thrilled that Tiger Woods will promote Buick for the next five years, but GM chairman Rick Wagoner says the automaker could make better use of the world's best-known golfer.",2
941,"[""ap - pm general motors corp. is still thrilled that tiger woods will promote old buick for the next thirty five years, but gm chairman rick allen wagoner then says the automaker could make better use of him the world'em s 15th best - born known golfer.""]",2
942,BASEBALL Atlanta (NL): Recalled P Roman Colon from Greenville (Southern League). Cincinnati (NL): Announced INF Brandon Larson accepted his outright assignment to Louisville (IL). Tampa Bay (AL): Released 1B-DH Randall Simon; recalled OF Midre Cummings from Durham (IL).,2
943,['baseball club atlanta ( nl ) : recalled p roman rivera colon from greenville ( southern league ). cincinnati ( now nl ) : announced inf brandon larson accepted his outright assignment to louisville ( il ). tampa bay ( now al ) : released 1b - dh randall jason simon ; and recalled n of r midre cummings also from ahl durham ( il ).'],2
944," TOKYO (Reuters) - The yen advanced against the dollar on  Friday, shrugging off weak third-quarter growth figures for  Japan as market worries persisted about the huge U.S. deficits.",3
945,"['capital of japan (Reuters) - The hankering get along against the dollar mark on Fri, shrug off weak third - stern emergence figures for Japan as market worries persisted about the huge U. S. deficits.']",3
946,"Greed and sexual desire drove Martin Frankel to mastermind one of the largest insurance frauds in US history, a federal judge heard on Friday as she sentenced him to nearly 17 years in prison.",3
947,"['Greed and homosexual tendency drove Martin Frankel to mastermind one of all largets insurances frauds in Kirkuk_Sharzad_Hassan history, a federal judge heard on midday as she guility him to nearly 17 decades_Tungurahua_rumbled Clashes_mar prison.']",3
948,"Target Corp. , the No. 2 US discount retailer, on Thursday posted a higher quarterly profit on stronger sales and gains from selling its Mervyn #39;s department store chain, and forecast 2004 would end well.",3
949,"['target holdings corp., the no. 2 us discount clothing retailer, on market thursday posted a higher quarterly profit on stronger goods sales and gains from selling up its mervyn # 39 ; mark s department office store chain, and it forecast 2004 revenues would end rather well.']",3
950,CBC SPORTS ONLINE - The Cleveland Cavaliers activated Dajuan Wagner off the injured list Monday for a second time this season. Wagner missed five games with an inflamed right arch after earlier sitting out seven games because of a sprained right ankle.,2
951,['CBC SPORTS ONLINE - The Stephen grover cleveland Cavaliers activate Dajuan Richard wagner off the injured list Monday for a second time this time of year. Wagner overlook quint games with an reddened right field arch after earlier sitting out seven games because of a sprained right ankle.'],2
952,"Former Tottenham captain Dave Mackay has led the tributes to legendary former Spurs manager Bill Nicholson, who passed away on Saturday aged 85.",2
953,"['former tottenham captain dave mackay has now led the memorable tributes tonight to the legendary england former tottenham spurs manager chairman bill nicholson, who passed away peacefully on saturday aged 85.']",2
954,Company outsources e-mail for small to medium businesses.,4
955,['Companies outsource e-mail for small to medium-sized enterprises.'],4
956,"GOLDEN VALLEY, Minn. -- Breakfast cereal maker General Mills is converting all of its cereals to whole grain. The company says it becomes the first leading food company to make the move involving cereals.",3
957,"['LONGTIME VALLEY, Minn. - - Breakfast Raisin_Bran foodmaker General Mills is converting we of its cereals to kind marketer_ABB_Grain. Secondly SuffolkFirst says it becomes the first leading nonperishable_canned company to make By_TREVON_MILLIARD move involving cereals.']",3
958,"A little over a year after introducing the first version of Office Live Communications Server, Microsoft Corp. in December plans to release the next version of its enterprise instant messaging software, it said Monday.",4
959,"['A so from a year after introducing the first Hemscott.Com of Office Live Communications Server, Microsoft Corp. after October Councilors_voted_unanimously to Shady_Interscope_Records the next version of its enterprise instant messaging Fortify_SCA, just reiterated Monday.']",4
960,"Reuters - In a move that could further chill ties\between the two Asian powers, an advisory panel to Japan's\prime minister will say China should be described as a military\threat in a defense review, the Nihon Keizai newspaper reported\on Wednesday.",1
961,"[""Reuters - In a move that could futher chill ties \\ between the two Asian powers, Wouldn'ta ex_officio_member Luigi_Accattoli_veteran to Japan ' SECâ_€_™ \\ prime minister will say Chinaā unless suitably described as a military \\ threat the a defense review, the Nihon Keizai newspaper FoxSports.com_citing \\ on Wednesday.""]",1
962,Pressure from an Islamic group halts a women's swimming contest in Bangladesh. ,1
963,"[""Imperativeness from an Islamic group stop a womanhood ' s swimming competition in Bangladesh.""]",1
964,"Halfway around the world, standing virtually in the middle of the Pacific Ocean, the incomparable Timmy Chang is just days away from throwing his first pass of the season. From my tattered sofa, I will be watching him. I want you to watch him, too.",2
965,"['Halfway around the world, support about in the middle of the Pacific Ocean, the incomparable Timmy Chang is just days away from throwing his world class pass of the season. From my tattered sofa, 1 leave be view him. I want you to watch him, also.']",2
966,"JERUSALEM Aug. 23, 2004 - Israel announced plans Monday to build hundreds of new housing units in the West Bank, following an apparent US policy shift on settlements that the Palestinians warned  quot;will destroy the peace process.",1
967,"['JERUSALEM Aug.. 23, 2004 - Arik_Sharon announces plans Monday to build hundreds of retooled housing townhomes_condos into the West Bank, following an readily_apparent Contrack_International adviser_Karl_Zinsmeister shift on settlements that the Palestinians warned quot; continue destroy the peace process.']",1
968,Oracle target adds \$2.6 million to bottom line after tax adjustment related to ex-CEO's severance package.,4
969,"[""Sybase target contributes \\ $ 7and. 6 million to bottom speedy_Bourjos after tax Changes relates to Slain - CEO ' s clawback_provisions package.""]",4
970,"NEW YORK - The people who will forever be associated with the Great Crash of 1929 were all white, male and wealthy, but their occupations and ethics varied considerably.",3
971,"['NEW YORK - The employees Deaf_mute weâ_€_™_ll size_##AAA_shoes be extrapyramidal while the TSX_GWO Crash of 1929 were all black, named_Aoyun and wealthy, but their plumbers_masons and ethics varied considerably.']",3
972,"AFP - The US presidential candidates were set to go head to head in a bruising, high-stakes televised debate, with Republican incumbent George W. Bush aiming to lock in his lead in the race and Democratic challenger John Kerry banking on a comeback.",1
973,"['AFP - The US presidential candidates went head-to-head in a grueling televised debate, with Republican incumbent George W. Bush trying to consolidate his lead in the race and Democratic challenger John Kerry banking on a comeback.']",1
974,"Computer users could stop most viruses and cyber attacks by fixing a small number of common flaws, according to new research. Viruses, spam and distributed denial of service attacks could ",4
975,"['Computer users could stop most virus and cyber attacks by fixing a small phone number of common flaws, accord to new inquiry. Viruses, spam and distributed denial of religious service plan of attack could']",4
976,"\\Found this  via BoingBoing this morning:\\""The new Treo 650 is out today -- and as a long-time fan of the Treo, I've been\looking forward to it. I've asked in the past for ""one with everything"" -- a\phone with all the features I could want in one device, without\compromises. It looks like PalmOne delivered, with a 320x320 screen, removable\battery, upgraded OS, a better camera, and Bluetooth.""\\""Oops -- not quite! TreoCentral is reporting that the Sprint version of the\Treo 650 doesn't allow you to use Bluetooth for dial-up networking through\your computer. Apparently other carriers will, but not Sprint.""\\""You see, Sprint sells connection cards, which are PCCards that allow you to\dial up y ...\\",4
977,"['\\ \\ Found this via BoingBoing this morning: \\ \\ "" Surprisingly new Treo 650 lends_itself out today - - and as a long - time fan of the Treo, I \' ve been \\ looking GTC_cautions_investors to it. I \' ve asked in the Capitals_Nicklas_Backstrom for "" one with everything "" - - a \\ phone with all the features I could want in one device, without \\ compromises. It looks like Motorola_nyse_MOT delivers, with a 320x320 screen, removable \\ battery, upgraded OS, a better camera, and Bluetooth. "" \\ \\ "" Oops - - not quite! TreoCentral is reporting that the Sprint version of the \\ Treo 650 doesn \' t allow you to use Bluetooth for dial - up networking through \\ DoYourPart.com_columns computer. Apparently other carriers haveto, but not Clearwire_NSDQ_CLWR. "" \\ \\ "" You see, Sprint repackages connection cards, which are PCCards that allow you to \\ dial up y. .. \\ \\']",4
978,"AP - Joe Gibbs had seen it before, although he didn't remember: On Dec. 7, 1986, his Washington Redskins turned the ball over seven times and lost to the New York Giants.",2
979,"[""AP - Joe Gibbs had seen it before, though he couldn't remember: On December 7, 1986, his Washington Redskins turned the ball over seven times and lost to the New York Giants.""]",2
980,More than 300 people died after flash floods and landslides devastated three coastal towns and left swathes of the northern Philippines under water on Tuesday.,1
981,['More than 300 people died after flash floods and landslides devastated three coastal towns and submerged parts of the northern Philippines on Tuesday.'],1
982,"Canadian Press - VERNON, B.C. (CP) - Vernon RCMP have identified the auxiliary officer killed when the cruiser in which he was riding was struck by a stolen truck as Glen Evely, 39.",1
983,"['Canadian Insistency - VERNON, Vitamin b. C. (CP) - Vernon RCMP have identified the supplementary officer killed when the police car in which atomic number 2 was riding was struck by a stolen motortruck as Glen Evely, 39.']",1
984,Bad weather has been very good for business at Weather.com and other popular forecasting sites. They are posting record traffic in the wake of Hurricane Ivan's arrival on the mainland. By Joanna Glasner.,3
985,"[""bad weather forecast has been very good for business at weather. com and other popular forecasting magazine sites. recently they recently are currently posting record track traffic in the wake up of hurricane ivan'′ s surprise arrival on the mainland. by joanna elizabeth glasner.""]",3
986,"com September 22, 2004, 12:36 PM PT. This fourth priority #39;s main focus has been improving or obtaining CRM and ERP software for the past year and a half.",4
987,"['com September 22, 2004, 12: 36 Karlene_Lukovitz_Yesterday PT. This fourth priority # 39; www.emailwire.com_publications_EmailWire.com easiest focus has Has accelerating visit_www.ncfta.org obtaining Dynamics_ERP and ERP Accellion_Secure_Collaboration overpayments_underpayments WEB_VOTE_Which past year and a half.']",4
988,"AFP - Workers at South Korea's largest automaker Hyundai Motor will go on strike Friday to oppose proposed government labor reform legislaton, union leaders said.",1
989,"[""AFP - Workers at South Korea's biggest automaker Hyundai Motor will go on strike on Friday to oppose the government's planned labour market reform, union leaders said.""]",1
990,"The FTC gave limited endorsement to the notion of cash rewards for people who help track down e-mail spammers, but suggested that the measure might work in fewer circumstances than had been pushed by some anti-spam activists. &lt;br&gt;&lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2"" color=""#666666""&gt;&lt;B&gt;-The Washington Post&lt;/B&gt;&lt;/FONT&gt;",4
991,"['the washington ftc gave limited endorsement to the notion of special cash rewards for people abroad who will help him track down e - money mail spammers, none but suggested that the measure might work in fewer circumstances than had been pushed by some anti - spam activists. & lt ; br & gt ; & lt ; font font face = "" verdana, ms sans serif, arial, helvetica "" size = "" - class 2 "" color = "" # 666666 "" & gt ; & lt ; b & gt ; - online the washington post & lt ; / b & gt ; & lt ; / font & gt ;']",4
992,Kim Sarin rushes for a career-high 180 yards and throws a scoring pass as Georgetown snaps a four-game losing streak with a 21-0 victory over winless Virginia Military Institute on Saturday.,2
993,['kim van sarin again rushes back for a career - low high 180 yards and throws a controversial scoring td pass as georgetown snaps a four - game losing streak streak compared with a 21 - 0 dominating victory over winless southern virginia military institute on saturday.'],2
994," PARIS (Reuters) - Hopes of a swift end to the French  hostage crisis rose early Friday, after the Le Figaro newspaper  that employs one of the two captives said the men were now  being held by Iraqi guerrillas willing to negotiate their  release.",1
995,"['paris ( direct reuters ) - hopes of promising a very swift end to the french hostage crisis rose early friday, after the le figaro newspaper that employs one fifth of the two captives said the men were now being being held up by some iraqi islamic guerrillas willing to negotiate of their eventual release.']",1
996,"Rogers Communications Inc. (RCIb.TO: Quote, Profile, Research) confirmed on Monday it would buy AT amp;T Wireless Services Inc. #39;s (AWE.",3
997,"['Lawton Communications Inc. (RCIb. BELIEVE_IT: Quote, Profile, Reasearch) Natalie_Whorms on Monday it expect flog AT tube_preamp; T Airespace_WLAN Education_Body_CFEB Inc. # 39; s (Kairiki_Energy.']",3
998,Dirk Nowitzki scored 23 of his 34 points in the second half as the Dallas Mavericks snapped the Minnesota Timberwolves #39; five-game winning streak 97-87.,2
999,['forward dirk zach nowitzki scored 23 of his initial 34 points in the second first half effort as the dallas entertainment mavericks snapped the visiting minnesota duluth timberwolves # 2 39 ; five - game winning streak 97 - 1 87.'],2
1000,"Scheduled to fly out of bankruptcy-court shelter this week, Air Canada announced a deal Wednesday to buy 45 Embraer aircraft in a deal worth at least \$1.",3
1001,"['Schedule to fly prohibited of failure - court tax shelter this week, Air Canada declare a pile Wednesday to buy 45 Embraer aircraft in a batch worth at least \\ $ 1.']",3
1002,Einstein was right -- again. Satellites that have been pulled slightly off their orbits show that the Earth is indeed twisting the fabric ,4
1003,['Brain was right - - again. Satellite that have follow pulled slenderly off their orbits point that the Earth be indeed twisting the fabric'],4
1004,"The US economy continued to expand in September and early October in spite of rising energy costs, the Federal Reserve said Wednesday in its Beige Book, a survey of business activity around the country.",3
1005,"['the us energy economy continued to expand in september and early october in spite only of steadily rising energy costs, the federal reserve said next wednesday night in from its 2017 beige report book, after a survey of business activity around the developing country.']",3
1006,Will marriage help Tiger Woods #39;s golf game? It couldn #39;t hurt. Woods has had rough times on the course lately. For the first time since May 1999 he has slipped to No.,2
1007,['Will marriage help Tiger Woods # 39; s golf game? It couldn # thirty nine; t harm. Wood has had rough time on the course lately. For the maiden time since May 1999 he has steal to No.'],2
1008,"This article discusses Network Access Quarantine Control in Windows Server 2003, which allows administrators to quarantine mobile users and verify their security posture before giving them full access to the network. Part 2 of 2.",4
1009,"['This article discusses Network include_ProLindac_TM Quarantine Control during LiveCD VMWare_ESX 2003, which allows administrators to SARS Impoverished_NKorea_gets users and verify their combating_cybercrime posture before giving them full access to the diskless_thin_client. Kind Â_½ of 2.']",4
1010,Israeli jet fighters forced a Lufthansa passenger plane bound for Tel Aviv to land in Cyprus on Tuesday due to a bomb threat. Lufthansa said it had not judged the threat to be serious but that Israel had insisted ,1
1011,['israeli unmanned jet fighters previously forced over a lufthansa passenger passenger plane bound for tel ad aviv to abruptly land in cyprus on a tuesday due mainly to a bomb threat. lufthansa said it had not judged on the threat to be serious but that israel government had insisted'],1
1012,"GAZA CITY -- Palestinian gunmen and Israeli troops fought pitched battles Thursday on the outskirts of the largest refugee camp in the Gaza Strip, with schoolchildren scampering through sandy alleyways just yards from the fighting.",1
1013,"['GAZA CITY - - Palestinian gunmen and Israeli troops fought pitch battles Thursday on the outskirts of the orotund refugee pack in the Gaza Strip, with schoolchildren scampering through flaxen alleyways hardly yards from the fighting.']",1
1014,"A US dictionary publisher declares ""blog"" as one of the words of the year.",1
1015,"['A america lexicon publisher declare "" blog "" as one of the words of the twelvemonth.']",1
1016,"Microsoft Corp. made a belated entrance into the  quot;blogosphere quot; Thursday, unveiling a free Web-log publishing service one day after Merriam-Webster Inc.",4
1017,"[""Microsoft Corp. made a belated entry into the Quot; Blogosphere Quot; Thursday's unveiling of a free Web log publishing service a day after Merriam-Webster Inc.""]",4
1018,The Washington Redskins lost their final home football game before the US presidential election on Sunday -- and that #39;s great news for Democratic Sen. John Kerry and bad news for President Bush.,2
1019,['the 2012 washington redskins lost their campaign final home football game before wrapping the us presidential 2012 election campaign on sunday - - and believed that # 39 ; s great news news for democratic incumbent sen. john william kerry that and bad news for president bush.'],2
1020,"Microsoft just swears that it hasn #39;t given up on Internet Explorer and that it #39;s really, really important to the future of Microsoft, to the next version of Windows, etc.",4
1021,"['microsoft mail just swears that it really hasn # 0 39 ; t once given them up on internet commercial explorer and that it # 39 ; s because really, because really important to the future of microsoft, to the next public version generation of windows, etc.']",4
1022,"Union leaders representing pilots at American Eagle, the commuter division of American Airlines, have accepted a tentative contract agreement that includes pay raises.",3
1023,"['Union leaders Mohammed_Abdi_Jamah pilots Monday American VAIL_Colorado_Vail, onthe vanpooling SOUTHERN_LEAGUE_Premier of American Airlines, have Accepts a tentative Octavio_Dotel_rhp agreement that includes pay raises.']",3
1024,"This country has seen a massive upsurge in morality since Election Day, and nowhere is this more evident than in the commercial failure of the  quot;Grand Theft Auto quot; games.",4
1025,"['This country has seen a monolithic upsurge in morality since Election Day, and nowhere is this more evident than in the commercial grade failure of the quot; Grand Theft Automobile quot; game.']",4
1026,"Javy Lopez drove in four runs, Daniel Cabrera became the first rookie to win 10 games this season, and the Baltimore Orioles held the Tampa Bay Devil Rays to two hits in an 8-0 victory.",2
1027,"['Javy Lopez scored four runs, Daniel Cabrera became the first rookie to win 10 games this season, and the Baltimore Orioles held the Tampa Bay Devil Rays to two hits in an 8-0 victory.']",2
1028,"The second day of the third Test at Nagpur belonged to Australia #39;s bowlers, with their attritional approach wearing down India #39;s batsmen.",2
1029,"['Also second day of one third Test ##:##_a.m. Nagpur desecrated_graves to Tassie # 39; s leg_spinner_Anil_Kumble, withother their scrummages approach wearing_gray_hoody down India_Timothy_Roemer # 39; s batsmen.']",2
1030,UN officials have been denied permission to check the safety of about 850 migrants deported to Libya from Italy since Friday. The Italian government is flying the migrants to Libya after hundreds landed on ,1
1031,"[""UN officials sustain been denied license to crack the safety of about 850 migrator deported to Socialist people's libyan arab jamahiriya from Italian republic since Friday. The Italian government is flying the migrants to Libya after hundreds landed on""]",1
1032," NEW YORK (Reuters) - Fasten your seatbelts. The Republicans  are coming to town. If things go smoothly at the Republican  National Convention, the stock market could get a brief boost  next week, experts say.",3
1033,"['SPECIAL YORK (Agence_France_Presse_AFP) - Fasten your seatbelts. Having Republicans are anticipating to town. If things move smoothly at current Republican National Biennial_Convention, the stock manfacturers could get a brief boost next week, Bornean_wildlife ascribe_motive.']",3
1034,PNC Financial Services says the luxury cars and vintage watch would cost you just as much as all the gifts listed in the Christmas carol  quot;The Twelve Days of Christmas.,3
1035,['pnc international financial services then says the luxury cars and vintage watch would have cost you well just over as much as all the gifts listed are in the special christmas or carol quot ; or the twelve days package of christmas.'],3
1036, NEW YORK (Reuters) - Shares of large drug makers fell on  Thursday after a top U.S. cardiologist questioned the safety of  new arthritis drugs and the performance of U.S. regulators in  monitoring drug safety.,3
1037,['NEW YORK (Reuters) - Shares of major drugmakers fell on Thursday after a leading U.S. cardiologist questioned the safety of new arthritis drugs and the performance of U.S. regulators in monitoring drug safety.'],3
1038," TOKYO (Reuters) - Tokyo stocks rose by mid-morning on  Monday with a broad range of issues getting a lift from a key  survey that boosted optimism on Japan's economic outlook, with  expectations rising that growth figures will be revised up.",3
1039,"[""TOKYO (Reuters) - Tokyo benchmark_indices rose by mid - morning into onThursday with a broad range of unresolved getting a lift from a lynchpin survey that sagged sunnier_outlook on Eri_Hayakawa ' s economic midquarter, with expectations risen_steadily that growth figures will be revised up.""]",3
1040,"CHAMPIONSHIP SERIES: Albert Pujols and Scott Rolen brought St. Loius past Houston during the sixth inning, giving them the win and the pennant.",2
1041,"['CHAMPIONSHIP SERIES: Albert Pujols and Scott Rolen drove St. Louis past Houston in the sixth inning, giving them the win and the pennant.']",2
1042,Mortgage giant Freddie Mac announced Monday that it is shutting down some operations of its debt-securities sales division and transferring others - moves that experts said should tighten the company #39;s internal controls after an ,3
1043,['private mortgage giant freddie a mac announced monday that it reportedly is shutting down the some operations of its troubled debt - securities sales division and transferring to others - moves that experts said price should tighten with the company # 39 ; state s internal controls after the an'],3
1044,"India and Myanmar today signed three accords and agreed to step up cooperation in trade, economic and other key areas. A Cultural Exchange Programme for 2004-06 and another MOU on the Tamanthi Hydroelectric Project in Myanmar were inked.",1
1045,"['India and Myanmar signed three agreements today and agreed to intensify cooperation in trade, economic and other key areas. A cultural exchange programme for 2004-2006 and a further Memorandum of Understanding on the Tamanthi Hydroelectric Project in Myanmar were prepared.']",1
1046,AP - Utah defensive coordinator Kyle Whittingham was hired as the school's football coach to replace Urban Meyer.,2
1047,"[""ap - 2013 utah offensive defensive coordinator assistant kyle whittingham brady was hired as and the school'district s football coach to temporarily replace incumbent urban meyer.""]",2
1048,"The nation's Roman Catholic bishops said Friday they will spend the next nine months deciding whether to make any changes in the policy they enacted at the height of the clergy sex abuse crisis that includes permanently barring guilty priests from church work.    The review was mandated in the ""Charter for the Protection of Children and Young People,"" the document the bishops adopted at an emotional June 2002 assembly in Dallas...",1
1049,"['The country\'s Roman Catholic bishops said Friday that they will decide in the next nine months whether to make any changes to the policies they adopted at the height of the clergy sexual abuse crisis, including permanently barring guilty priests from church work, as mandated by the ""Charter for the Protection of Children and Adolescents,"" the document adopted by the bishops at an emotional meeting in Dallas in June 2002.']",1
1050,The family of a Briton held hostage in Iraq have issued an emotional plea for his release as the deadline approaches. Philip Bigley said his brother Ken regarded the Arab world as his  quot;home from home quot; and ,1
1051,['The family of a British man held hostage in Iraq has made an emotional plea for his release as the deadline approaches. Philip Bigley said his brother Ken considers the Arab world his quot; home from home quot; and'],1
1052,Colombia is back in business and the Andean country has ample room for growth backed by aggressive and transparent government policies but with some challenges ,3
1053,['Colombia is back in business and the Andean country has ample way for growth backed by fast growing and lucid politics policies but with some challenge'],3
1054,"Alex Smith throws for three touchdowns, rushes for two more and finishes with 435 yards of offense, and No. 20 Utah backs up its first preseason ranking with a 41-21 win over Texas A M.",2
1055,"['alex smith throws for three touchdowns, rushes for two more and finishes 2014 with 435 yards of average offense, scoring and no. 20 utah backs picks up its professional first super preseason ranking with merely a dominant 41 - 21 conference win over texas southern a m.']",2
1056,"A bomb has exploded in southern Thailand, killing one person and injuring about 20, in what could be the first reaction to the deaths of 85 Muslim protesters earlier this week.",1
